"Date","Type","Transaction ID","Received Quantity","Received Currency","Received Currency Balance","Received Cost Basis (USD)","Received Wallet","Received Address","Received Tag","Received Comment","Sent Quantity","Sent Currency","Sent Currency Balance","Sent Cost Basis (USD)","Sent Wallet","Sent Address","Sent Tag","Sent Comment","Fee Amount","Fee Currency","Realized Return (USD)","Disabled"
12/08/2020 04:27:35,Send,793b7990e72f3f0007ccac84833f0a6f50c1a024b808e15b9be39dbd7492cb0c,,,...,...,,,,,0.00000000,ETH,...,...,ETH Wallet ...b0fFE5 - ETH,0x46EEA8D5b37D2Db51f35c1bC8C50CBf80fb0fFE5,,,0.00234599,ETH,...,
12/08/2020 04:28:24,Trade,0x8feca4ec68e09f1342745d39294ba5022f40295b6f9573a0ce000f2f65e82640,0.00000000,BAL,...,...,ETH Wallet ...b0fFE5 - ETH,0x46EEA8D5b37D2Db51f35c1bC8C50CBf80fb0fFE5,,,,,...,...,,,,,,,...,
12/08/2020 04:28:24,Trade,0x8feca4ec68e09f1342745d39294ba5022f40295b6f9573a0ce000f2f65e82640,1.23885682,WETH,...,...,ETH Wallet ...b0fFE5 - ETH,0x46EEA8D5b37D2Db51f35c1bC8C50CBf80fb0fFE5,,,,,...,...,,,,,,,...,
12/08/2020 04:28:24,Trade,0x8feca4ec68e09f1342745d39294ba5022f40295b6f9573a0ce000f2f65e82640,997.99517767,BPT,...,...,ETH Wallet ...b0fFE5 - ETH,0x46EEA8D5b37D2Db51f35c1bC8C50CBf80fb0fFE5,,,,,...,...,,,,,,,...,
12/08/2020 04:28:24,Trade,0x8feca4ec68e09f1342745d39294ba5022f40295b6f9573a0ce000f2f65e82640,,,...,...,,,,,21094.01827769,BAL,...,...,ETH Wallet ...b0fFE5 - ETH,0x46EEA8D5b37D2Db51f35c1bC8C50CBf80fb0fFE5,,,,,...,
12/08/2020 04:28:24,Trade,0x8feca4ec68e09f1342745d39294ba5022f40295b6f9573a0ce000f2f65e82640,,,...,...,,,,,123.88568190,WETH,...,...,ETH Wallet ...b0fFE5 - ETH,0x46EEA8D5b37D2Db51f35c1bC8C50CBf80fb0fFE5,,,,,...,
12/08/2020 04:28:24,Trade,0x8feca4ec68e09f1342745d39294ba5022f40295b6f9573a0ce000f2f65e82640,,,...,...,,,,,0.00000000,ETH,...,...,ETH Wallet ...b0fFE5 - ETH,0x46EEA8D5b37D2Db51f35c1bC8C50CBf80fb0fFE5,,,0.01553006,ETH,...,
12/08/2020 10:16:48,Receive,2ce8a7e95f4681774f6198564d2e18a8165b7e462162182caaf12598c076a041,15000.00000000,BTC,...,...,BTC Wallet ...jwvw97 - BTC,bc1qgdjqv0av3q56jvd82tkdjpy7gdp9ut8tlqmgrpmv24sq90ecnvqqjwvw97,,,,,...,...,,,,,0.00018200,BTC,...,
12/08/2020 10:16:48,Receive,ac6f1a0b388e2814f2e2036c7c81524cfae7e3432a8e503fe5d07ebb453ee310,10.00000000,BTC,...,...,BTC Wallet ...jwvw97 - BTC,bc1qgdjqv0av3q56jvd82tkdjpy7gdp9ut8tlqmgrpmv24sq90ecnvqqjwvw97,,,,,...,...,,,,,0.00223200,BTC,...,
12/08/2020 10:25:11,Receive,cc895077079a8fd0d7f8d12e98b3fc06370deeefd8036d58081a0aff18b1b890,2000.00000000,BTC,...,...,BTC Wallet ...jwvw97 - BTC,bc1qgdjqv0av3q56jvd82tkdjpy7gdp9ut8tlqmgrpmv24sq90ecnvqqjwvw97,,,,,...,...,,,,,0.00018200,BTC,...,
12/10/2020 16:51:34,Send,c9ca0064f4636a37147d255861e331dacf3b452cf3fd75fc83aaa98d648ad5c5,,,...,...,,,,,1.00000000,ETH,...,...,ETH Wallet ...b0fFE5 - ETH,0x46EEA8D5b37D2Db51f35c1bC8C50CBf80fb0fFE5,,,0.00155400,ETH,...,
12/10/2020 18:39:20,Send,9aa532d8a476f2fae60e4e2c79ce8465631ef71d5d896e010491728977857e3a,,,...,...,,,,,0.00000000,ETH,...,...,ETH Wallet ...b0fFE5 - ETH,0x46EEA8D5b37D2Db51f35c1bC8C50CBf80fb0fFE5,,,0.00092954,ETH,...,
12/10/2020 18:40:05,Trade,0x612079d19ef6dabc21cfa87892185a75f1d4d632bdee0b51d1758741648ada8d,93415.40370624,DAOFI,...,...,ETH Wallet ...b0fFE5 - ETH,0x46EEA8D5b37D2Db51f35c1bC8C50CBf80fb0fFE5,,,,,...,...,,,,,,,...,
